case_id,text,district_id,crime_subhead_id,date,case_status_id
127,"Case 127 (Crime No: 100030012202414628): Assault on Woman reported near Mangaluru PS-4 jurisdiction. Registered on 2024-01-23. District ID 3, Police Station ID 12. Case status ID: 2. Gravity ID: 1.",3,7,2024-01-23,2
128,"Case 128 (Crime No: 100060024202600210): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2026-02-15. District ID 6, Police Station ID 24. Case status ID: 3. Gravity ID: 1.",6,11,2026-02-15,3
129,"Case 129 (Crime No: 100070034202507427): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2025-04-27. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 2.",7,13,2025-04-27,1
130,"Case 130 (Crime No: 100060029202413749): Attempt to Murder reported near Kalaburagi PS-6 jurisdiction. Registered on 2024-07-06. District ID 6, Police Station ID 29. Case status ID: 1. Gravity ID: 1.",6,3,2024-07-06,1
131,"Case 131 (Crime No: 100080036202514135): House Burglary reported near Tumakuru PS-2 jurisdiction. Registered on 2025-11-26. District ID 8, Police Station ID 36. Case status ID: 2. Gravity ID: 1.",8,4,2025-11-26,2
132,"Case 132 (Crime No: 100060024202507521): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-02-08. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 2.",6,11,2025-02-08,2
133,"Case 133 (Crime No: 100010002202503042): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-05-16. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 2.",1,9,2025-05-16,1
134,"Case 134 (Crime No: 100010003202509457): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2025-12-14. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,6,2025-12-14,2
135,"Case 135 (Crime No: 100020007202402182): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2024-06-03. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 1.",2,8,2024-06-03,3
136,"Case 136 (Crime No: 100030010202408167): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2024-10-21. District ID 3, Police Station ID 10. Case status ID: 2. Gravity ID: 1.",3,5,2024-10-21,2
137,"Case 137 (Crime No: 100060024202509217): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2025-12-26. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 2.",6,11,2025-12-26,2
138,"Case 138 (Crime No: 100020006202501808): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2025-01-29. District ID 2, Police Station ID 6. Case status ID: 2. Gravity ID: 1.",2,8,2025-01-29,2
139,"Case 139 (Crime No: 100010002202506671): Online Financial Fraud reported near Bengaluru PS-2 jurisdiction. Registered on 2025-06-02. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,9,2025-06-02,1
140,"Case 140 (Crime No: 100010003202401816): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2024-08-13. District ID 1, Police Station ID 3. Case status ID: 4. Gravity ID: 1.",1,6,2024-08-13,4
141,"Case 141 (Crime No: 100070034202507032): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2025-11-04. District ID 7, Police Station ID 34. Case status ID: 2. Gravity ID: 2.",7,13,2025-11-04,2
142,"Case 142 (Crime No: 100070030202409387): Rioting reported near Ballari PS-1 jurisdiction. Registered on 2024-07-09. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 1.",7,13,2024-07-09,1
143,"Case 143 (Crime No: 100010004202513127): House Burglary reported near Bengaluru PS-4 jurisdiction. Registered on 2025-03-31. District ID 1, Police Station ID 4. Case status ID: 3. Gravity ID: 1.",1,4,2025-03-31,3
144,"Case 144 (Crime No: 100080037202616294): Attempt to Murder reported near Tumakuru PS-3 jurisdiction. Registered on 2026-02-06. District ID 8, Police Station ID 37. Case status ID: 2. Gravity ID: 1.",8,3,2026-02-06,2
145,"Case 145 (Crime No: 100010003202407980): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2024-07-07. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,9,2024-07-07,2
146,"Case 146 (Crime No: 100010003202507036): Online Financial Fraud reported near Bengaluru PS-3 jurisdiction. Registered on 2025-10-16. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 2.",1,9,2025-10-16,3
147,"Case 147 (Crime No: 100040017202514707): House Burglary reported near Belagavi PS-3 jurisdiction. Registered on 2025-11-15. District ID 4, Police Station ID 17. Case status ID: 1. Gravity ID: 1.",4,4,2025-11-15,1
148,"Case 148 (Crime No: 100090041202416148): Grievous Hurt reported near Shivamogga PS-1 jurisdiction. Registered on 2024-06-14. District ID 9, Police Station ID 41. Case status ID: 2. Gravity ID: 1.",9,2,2024-06-14,2
149,"Case 149 (Crime No: 100020008202410313): Grievous Hurt reported near Mysuru PS-4 jurisdiction. Registered on 2024-10-31. District ID 2, Police Station ID 8. Case status ID: 1. Gravity ID: 1.",2,2,2024-10-31,1
150,"Case 150 (Crime No: 100010002202515185): Phishing / Identity Theft reported near Bengaluru PS-2 jurisdiction. Registered on 2025-08-27. District ID 1, Police Station ID 2. Case status ID: 1. Gravity ID: 1.",1,10,2025-08-27,1
151,"Case 151 (Crime No: 100010001202609553): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2026-05-24. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,6,2026-05-24,2
152,"Case 152 (Crime No: 100030010202605722): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2026-01-22. District ID 3, Police Station ID 10. Case status ID: 2. Gravity ID: 1.",3,5,2026-01-22,2
153,"Case 153 (Crime No: 100070030202408495): Rioting reported near Ballari PS-1 jurisdiction. Registered on 2024-01-18. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 1.",7,13,2024-01-18,1
154,"Case 154 (Crime No: 100030014202405325): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-07-14. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 2.",3,5,2024-07-14,1
155,"Case 155 (Crime No: 100070030202412501): Public Nuisance reported near Ballari PS-1 jurisdiction. Registered on 2024-03-14. District ID 7, Police Station ID 30. Case status ID: 1. Gravity ID: 2.",7,14,2024-03-14,1
156,"Case 156 (Crime No: 100020006202608421): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2026-05-14. District ID 2, Police Station ID 6. Case status ID: 1. Gravity ID: 1.",2,8,2026-05-14,1
157,"Case 157 (Crime No: 100010001202500535): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-01-31. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 1.",1,9,2025-01-31,2
158,"Case 158 (Crime No: 100010002202500902): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2025-04-26. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 2.",1,6,2025-04-26,2
159,"Case 159 (Crime No: 100010001202404941): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2024-04-29. District ID 1, Police Station ID 1. Case status ID: 1. Gravity ID: 2.",1,9,2024-04-29,1
160,"Case 160 (Crime No: 100010001202515900): Drug Peddling reported near Bengaluru PS-1 jurisdiction. Registered on 2025-04-09. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 2.",1,11,2025-04-09,3
161,"Case 161 (Crime No: 100030014202405600): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2024-08-11. District ID 3, Police Station ID 14. Case status ID: 3. Gravity ID: 2.",3,5,2024-08-11,3
162,"Case 162 (Crime No: 100010004202406845): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2024-11-25. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 1.",1,9,2024-11-25,1
163,"Case 163 (Crime No: 100010001202509226): Online Financial Fraud reported near Bengaluru PS-1 jurisdiction. Registered on 2025-12-24. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,9,2025-12-24,2
164,"Case 164 (Crime No: 100010004202407951): Chain Snatching reported near Bengaluru PS-4 jurisdiction. Registered on 2024-09-13. District ID 1, Police Station ID 4. Case status ID: 2. Gravity ID: 1.",1,6,2024-09-13,2
165,"Case 165 (Crime No: 100100050202412505): Chain Snatching reported near Davanagere PS-5 jurisdiction. Registered on 2024-09-14. District ID 10, Police Station ID 50. Case status ID: 2. Gravity ID: 1.",10,6,2024-09-14,2
166,"Case 166 (Crime No: 100070034202415207): House Burglary reported near Ballari PS-5 jurisdiction. Registered on 2024-06-01. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 1.",7,4,2024-06-01,1
167,"Case 167 (Crime No: 100060025202500373): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-05-25. District ID 6, Police Station ID 25. Case status ID: 3. Gravity ID: 1.",6,11,2025-05-25,3
168,"Case 168 (Crime No: 100040017202515801): Chain Snatching reported near Belagavi PS-3 jurisdiction. Registered on 2025-06-25. District ID 4, Police Station ID 17. Case status ID: 3. Gravity ID: 1.",4,6,2025-06-25,3
169,"Case 169 (Crime No: 100060025202508589): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-02-14. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,11,2025-02-14,1
170,"Case 170 (Crime No: 100070032202506252): Rioting reported near Ballari PS-3 jurisdiction. Registered on 2025-01-29. District ID 7, Police Station ID 32. Case status ID: 1. Gravity ID: 2.",7,13,2025-01-29,1
171,"Case 171 (Crime No: 100020005202511069): Phishing / Identity Theft reported near Mysuru PS-1 jurisdiction. Registered on 2025-05-13. District ID 2, Police Station ID 5. Case status ID: 4. Gravity ID: 2.",2,10,2025-05-13,4
172,"Case 172 (Crime No: 100100047202414362): Dowry Harassment reported near Davanagere PS-2 jurisdiction. Registered on 2024-10-24. District ID 10, Police Station ID 47. Case status ID: 3. Gravity ID: 1.",10,8,2024-10-24,3
173,"Case 173 (Crime No: 100010003202605461): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-04-12. District ID 1, Police Station ID 3. Case status ID: 1. Gravity ID: 1.",1,6,2026-04-12,1
174,"Case 174 (Crime No: 100050019202514988): Vehicle Theft reported near Hubballi-Dharwad PS-1 jurisdiction. Registered on 2025-04-28. District ID 5, Police Station ID 19. Case status ID: 4. Gravity ID: 1.",5,5,2025-04-28,4
175,"Case 175 (Crime No: 100010002202604270): Chain Snatching reported near Bengaluru PS-2 jurisdiction. Registered on 2026-03-28. District ID 1, Police Station ID 2. Case status ID: 2. Gravity ID: 1.",1,6,2026-03-28,2
176,"Case 176 (Crime No: 100030014202413661): Public Nuisance reported near Mangaluru PS-6 jurisdiction. Registered on 2024-06-11. District ID 3, Police Station ID 14. Case status ID: 1. Gravity ID: 1.",3,14,2024-06-11,1
177,"Case 177 (Crime No: 100010001202508430): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-08-31. District ID 1, Police Station ID 1. Case status ID: 2. Gravity ID: 2.",1,6,2025-08-31,2
178,"Case 178 (Crime No: 100030012202406896): Vehicle Theft reported near Mangaluru PS-4 jurisdiction. Registered on 2024-10-31. District ID 3, Police Station ID 12. Case status ID: 3. Gravity ID: 2.",3,5,2024-10-31,3
179,"Case 179 (Crime No: 100060028202515539): Attempt to Murder reported near Kalaburagi PS-5 jurisdiction. Registered on 2025-03-07. District ID 6, Police Station ID 28. Case status ID: 3. Gravity ID: 1.",6,3,2025-03-07,3
180,"Case 180 (Crime No: 100010001202508517): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2025-06-25. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,6,2025-06-25,3
181,"Case 181 (Crime No: 100090045202415736): Assault on Woman reported near Shivamogga PS-5 jurisdiction. Registered on 2024-02-12. District ID 9, Police Station ID 45. Case status ID: 4. Gravity ID: 1.",9,7,2024-02-12,4
182,"Case 182 (Crime No: 100070033202505932): Rioting reported near Ballari PS-4 jurisdiction. Registered on 2025-04-02. District ID 7, Police Station ID 33. Case status ID: 3. Gravity ID: 2.",7,13,2025-04-02,3
183,"Case 183 (Crime No: 100010001202409069): Chain Snatching reported near Bengaluru PS-1 jurisdiction. Registered on 2024-11-08. District ID 1, Police Station ID 1. Case status ID: 3. Gravity ID: 1.",1,6,2024-11-08,3
184,"Case 184 (Crime No: 100070031202606813): Rioting reported near Ballari PS-2 jurisdiction. Registered on 2026-01-17. District ID 7, Police Station ID 31. Case status ID: 3. Gravity ID: 2.",7,13,2026-01-17,3
185,"Case 185 (Crime No: 100060025202508426): Drug Peddling reported near Kalaburagi PS-2 jurisdiction. Registered on 2025-12-23. District ID 6, Police Station ID 25. Case status ID: 1. Gravity ID: 1.",6,11,2025-12-23,1
186,"Case 186 (Crime No: 100090041202512008): Public Nuisance reported near Shivamogga PS-1 jurisdiction. Registered on 2025-08-12. District ID 9, Police Station ID 41. Case status ID: 2. Gravity ID: 1.",9,14,2025-08-12,2
187,"Case 187 (Crime No: 100030010202510579): Drug Peddling reported near Mangaluru PS-2 jurisdiction. Registered on 2025-10-16. District ID 3, Police Station ID 10. Case status ID: 1. Gravity ID: 1.",3,11,2025-10-16,1
188,"Case 188 (Crime No: 100060028202414941): Phishing / Identity Theft reported near Kalaburagi PS-5 jurisdiction. Registered on 2024-12-05. District ID 6, Police Station ID 28. Case status ID: 4. Gravity ID: 1.",6,10,2024-12-05,4
189,"Case 189 (Crime No: 100100049202514681): Drug Possession reported near Davanagere PS-4 jurisdiction. Registered on 2025-07-05. District ID 10, Police Station ID 49. Case status ID: 4. Gravity ID: 1.",10,12,2025-07-05,4
190,"Case 190 (Crime No: 100030010202404350): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2024-12-26. District ID 3, Police Station ID 10. Case status ID: 2. Gravity ID: 2.",3,5,2024-12-26,2
191,"Case 191 (Crime No: 100060027202604478): Drug Peddling reported near Kalaburagi PS-4 jurisdiction. Registered on 2026-03-10. District ID 6, Police Station ID 27. Case status ID: 2. Gravity ID: 1.",6,11,2026-03-10,2
192,"Case 192 (Crime No: 100030010202506296): Vehicle Theft reported near Mangaluru PS-2 jurisdiction. Registered on 2025-06-09. District ID 3, Police Station ID 10. Case status ID: 1. Gravity ID: 2.",3,5,2025-06-09,1
193,"Case 193 (Crime No: 100070030202506905): Rioting reported near Ballari PS-1 jurisdiction. Registered on 2025-09-06. District ID 7, Police Station ID 30. Case status ID: 4. Gravity ID: 2.",7,13,2025-09-06,4
194,"Case 194 (Crime No: 100100046202517801): Rioting reported near Davanagere PS-1 jurisdiction. Registered on 2025-10-26. District ID 10, Police Station ID 46. Case status ID: 2. Gravity ID: 2.",10,13,2025-10-26,2
195,"Case 195 (Crime No: 100020007202605442): Dowry Harassment reported near Mysuru PS-3 jurisdiction. Registered on 2026-01-22. District ID 2, Police Station ID 7. Case status ID: 3. Gravity ID: 1.",2,8,2026-01-22,3
196,"Case 196 (Crime No: 100030014202609713): Vehicle Theft reported near Mangaluru PS-6 jurisdiction. Registered on 2026-03-15. District ID 3, Police Station ID 14. Case status ID: 2. Gravity ID: 2.",3,5,2026-03-15,2
197,"Case 197 (Crime No: 100050022202415066): Chain Snatching reported near Hubballi-Dharwad PS-4 jurisdiction. Registered on 2024-06-12. District ID 5, Police Station ID 22. Case status ID: 3. Gravity ID: 2.",5,6,2024-06-12,3
198,"Case 198 (Crime No: 100020005202403990): Dowry Harassment reported near Mysuru PS-1 jurisdiction. Registered on 2024-02-18. District ID 2, Police Station ID 5. Case status ID: 1. Gravity ID: 1.",2,8,2024-02-18,1
199,"Case 199 (Crime No: 100030009202414830): Assault on Woman reported near Mangaluru PS-1 jurisdiction. Registered on 2024-03-17. District ID 3, Police Station ID 9. Case status ID: 2. Gravity ID: 1.",3,7,2024-03-17,2
200,"Case 200 (Crime No: 100070034202600526): Rioting reported near Ballari PS-5 jurisdiction. Registered on 2026-02-23. District ID 7, Police Station ID 34. Case status ID: 1. Gravity ID: 2.",7,13,2026-02-23,1
201,"Case 201 (Crime No: 100010003202503876): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2025-11-15. District ID 1, Police Station ID 3. Case status ID: 3. Gravity ID: 1.",1,6,2025-11-15,3
202,"Case 202 (Crime No: 100010003202607041): Chain Snatching reported near Bengaluru PS-3 jurisdiction. Registered on 2026-01-27. District ID 1, Police Station ID 3. Case status ID: 2. Gravity ID: 1.",1,6,2026-01-27,2
203,"Case 203 (Crime No: 100030011202501612): Vehicle Theft reported near Mangaluru PS-3 jurisdiction. Registered on 2025-10-29. District ID 3, Police Station ID 11. Case status ID: 2. Gravity ID: 1.",3,5,2025-10-29,2
204,"Case 204 (Crime No: 100020006202408120): Dowry Harassment reported near Mysuru PS-2 jurisdiction. Registered on 2024-04-20. District ID 2, Police Station ID 6. Case status ID: 2. Gravity ID: 1.",2,8,2024-04-20,2
205,"Case 205 (Crime No: 100010004202506912): Online Financial Fraud reported near Bengaluru PS-4 jurisdiction. Registered on 2025-03-03. District ID 1, Police Station ID 4. Case status ID: 1. Gravity ID: 2.",1,9,2025-03-03,1
206,"Case 206 (Crime No: 100060024202601252): Drug Peddling reported near Kalaburagi PS-1 jurisdiction. Registered on 2026-03-13. District ID 6, Police Station ID 24. Case status ID: 2. Gravity ID: 1.",6,11,2026-03-13,2
